index,city,district,min_booking_duration,first_pic_category,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,clicks
7739,1365,1392,1,LIVING_DINING_ROOM,2,3,1400.0,120.0,1400.0,2,31,150.0,476
32654,141,1192,3,ROOM_BEDROOM,1,2,1200.0,55.0,1150.0,2,11,0.0,15
32677,271,356,1,ROOM_BEDROOM,1,1,1600.0,27.0,990.0,1,5,150.0,134
10489,141,496,3,ROOM_BEDROOM,1,2,700.0,50.0,1120.0,2,29,220.0,443
27157,271,356,2,LIVING_DINING_ROOM,3,3,6000.0,93.0,3400.0,2,36,300.0,725
7072,141,773,2,LIVING_DINING_ROOM,4,4,2490.0,120.0,2490.0,4,48,160.0,0
29119,141,1052,2,LIVING_DINING_ROOM,1,1,1000.0,30.0,1000.0,2,5,50.0,450
14678,656,766,3,OUTDOOR_BUILDING,15,8,15000.0,360.0,15000.0,15,1,250.0,32
15050,465,577,3,ROOM_BEDROOM,1,1,500.0,,500.0,,1,,0
28627,465,1325,6,LIVING_DINING_ROOM,1,3,1500.0,79.0,1480.0,1,28,200.0,1274
27566,465,374,3,NON_RELATED,1,1,2000.0,40.0,1390.0,2,25,100.0,1083
26071,888,984,6,ROOM_BEDROOM,1,2,1350.0,40.0,1350.0,2,7,250.0,293
15962,141,1192,1,NON_RELATED,1,1,500.0,0.0,1250.0,0,1,0.0,0
3858,231,306,1,LIVING_DINING_ROOM,1,2,2000.0,48.0,1800.0,2,12,150.0,271
14611,320,405,1,KITCHEN,1,1,500.0,,800.0,,11,,0
33246,141,893,1,LIVING_DINING_ROOM,1,2,700.0,67.0,700.0,3,6,0.0,0
29533,141,496,3,OUTDOOR_BUILDING,6,2,1500.0,158.0,2150.0,6,32,0.0,0
1854,318,403,1,KITCHEN,0,0,920.0,,920.0,,12,,0
31594,440,540,1,KITCHEN,2,2,500.0,46.0,1499.0,2,19,90.0,223
15066,1257,1299,4,LIVING_DINING_ROOM,1,2,2000.0,82.0,1540.0,2,20,150.0,738
26914,465,374,3,LIVING_DINING_ROOM,0,1,800.0,30.0,800.0,1,9,50.0,329
8788,974,39,1,,1,2,500.0,,580.0,2,,45.0,0
26988,271,356,3,,1,1,1800.0,32.0,1130.0,1,,175.0,0
9465,656,766,3,BATHROOM,1,1,999.0,32.0,999.0,1,8,49.0,1176
8704,750,855,1,ROOM_BEDROOM,1,1,950.0,20.0,1010.0,2,15,50.0,153
26258,822,923,6,KITCHEN,1,1,4000.0,86.0,1750.0,2,10,300.0,68
16659,141,1192,1,LIVING_DINING_ROOM,1,1,500.0,,865.0,,12,0.0,0
9524,141,1024,2,KITCHEN,1,1,950.0,43.0,915.0,2,31,,0
13950,465,568,3,LIVING_DINING_ROOM,1,2,1900.0,60.0,1600.0,2,15,65.0,269
6018,349,440,12,LIVING_DINING_ROOM,2,3,4000.0,90.0,2300.0,3,12,150.0,0
8886,209,278,1,ROOM_BEDROOM,2,3,2500.0,56.0,1390.0,3,9,150.0,1140
25429,168,223,6,LIVING_DINING_ROOM,3,3,4000.0,118.0,1950.0,5,27,50.0,740
169,888,984,1,,1,1,1700.0,,1700.0,,,,0
1213,465,567,6,LIVING_DINING_ROOM,1,1,2200.0,31.0,1250.0,2,16,150.0,492
33152,141,1052,1,LIVING_DINING_ROOM,1,2,1000.0,65.0,1690.0,2,19,0.0,53
4665,141,893,1,LIVING_DINING_ROOM,2,4,500.0,122.0,2000.0,4,14,80.0,0
1814,822,923,1,OUTDOOR_BUILDING,1,1,750.0,20.0,850.0,1,10,45.0,361
23875,349,440,3,LIVING_DINING_ROOM,2,2,1650.0,66.0,1650.0,2,42,150.0,273
2028,465,49,3,LIVING_DINING_ROOM,1,2,400.0,76.0,1600.0,2,12,50.0,0
11574,822,923,6,LIVING_DINING_ROOM,2,2,3000.0,60.0,1890.0,3,19,180.0,1248
18495,349,440,6,LIVING_DINING_ROOM,1,1,2580.0,35.0,1290.0,1,14,100.0,960
29783,141,759,1,OUTDOOR_HOUSE,1,1,500.0,,4200.0,,1,0.0,0
26124,349,440,3,ROOM_BEDROOM,1,1,2000.0,43.0,1150.0,2,17,150.0,572
33462,319,404,1,STAIRS,1,2,1500.0,72.0,1920.0,2,29,150.0,560
11536,963,1051,1,LIVING_DINING_ROOM,1,1,900.0,55.0,900.0,2,4,0.0,0
18497,320,405,6,LIVING_DINING_ROOM,2,3,1250.0,50.0,1250.0,2,6,149.0,261
6441,141,43,6,LIVING_DINING_ROOM,1,1,2200.0,45.0,975.0,1,11,90.0,401
23061,349,440,1,LIVING_DINING_ROOM,2,4,3500.0,112.0,2760.0,3,24,200.0,0
24425,808,911,6,HALL_CORRIDOR,1,2,1000.0,37.0,690.0,1,12,0.0,355
25836,141,759,2,UNCATEGORIZED,1,3,2290.0,75.0,2290.0,2,21,150.0,1061
20399,141,860,6,OUTDOOR_BUILDING,3,2,950.0,65.0,950.0,2,8,100.0,612
961,656,766,3,LIVING_DINING_ROOM,1,2,1500.0,25.0,950.0,1,10,50.0,260
6137,141,1052,5,LIVING_DINING_ROOM,2,3,3500.0,80.0,3410.0,3,14,200.0,714
11609,141,893,1,,1,1,500.0,,1200.0,,,,0
33582,349,440,3,LIVING_DINING_ROOM,1,2,1590.0,48.0,1590.0,2,22,150.0,1244
12251,465,374,3,LIVING_DINING_ROOM,2,1,2600.0,49.0,1280.0,2,20,150.0,276
29202,141,893,1,ROOM_BEDROOM,2,2,500.0,60.0,1.0,4,15,,0
7628,765,875,1,LIVING_DINING_ROOM,2,3,500.0,95.0,2200.0,4,40,0.0,250
23838,750,855,6,EMPTY_ROOM,1,2,2800.0,44.0,1350.0,2,15,150.0,169
20362,465,568,3,ROOM_BEDROOM,1,1,500.0,20.0,420.0,1,7,50.0,0
5610,1104,372,9,OUTDOOR_HOUSE,4,5,5000.0,160.0,2650.0,6,13,400.0,0
26765,952,1041,1,,1,1,500.0,,450.0,,,0.0,0
2017,1194,1248,3,ROOM_BEDROOM,1,1,975.0,15.0,650.0,1,18,200.0,298
22624,141,576,1,ROOM_BEDROOM,1,1,500.0,59.0,500.0,2,5,0.0,0
28592,141,823,1,LIVING_DINING_ROOM,1,1,500.0,0.0,1700.0,0,31,0.0,0
29982,141,893,3,LIVING_DINING_ROOM,1,1,900.0,38.0,1900.0,2,14,70.0,1117
32886,320,405,3,ROOM_BEDROOM,2,2,1200.0,60.0,1390.0,1,39,85.0,106
6712,141,287,1,LIVING_DINING_ROOM,2,2,1000.0,78.0,2300.0,2,2,0.0,0
29439,141,893,3,LIVING_DINING_ROOM,1,2,1450.0,47.0,1450.0,2,6,150.0,0
2054,141,759,1,LIVING_DINING_ROOM,1,1,1120.0,35.0,1120.0,2,27,150.0,6613
1167,1194,1248,1,LIVING_DINING_ROOM,1,3,500.0,51.0,1390.0,2,8,0.0,228
19766,484,588,3,LIVING_DINING_ROOM,3,4,1850.0,130.0,1850.0,5,20,150.0,25
16295,141,1379,3,LIVING_DINING_ROOM,1,2,1800.0,64.0,1290.0,1,43,150.0,298
12467,489,593,2,LIVING_DINING_ROOM,1,1,2500.0,31.0,1060.0,1,13,100.0,1203
6930,168,223,6,,1,2,1500.0,45.0,1100.0,2,,50.0,0
6271,141,1192,5,LIVING_DINING_ROOM,1,3,2000.0,71.0,1830.0,2,28,150.0,2723
21807,1056,1135,1,LIVING_DINING_ROOM,1,1,500.0,,1500.0,,1,,0
8858,1295,1334,3,OUTDOOR_HOUSE,4,3,1500.0,70.0,890.0,4,8,150.0,440
18393,271,356,3,LIVING_DINING_ROOM,2,4,4000.0,100.0,2290.0,4,20,250.0,281
28029,141,893,1,LIVING_DINING_ROOM,1,2,800.0,62.0,1600.0,1,5,0.0,0
7884,271,356,3,ROOM_BEDROOM,1,1,2000.0,33.0,1250.0,1,20,150.0,193
7067,822,923,4,LIVING_DINING_ROOM,2,2,4900.0,75.0,2450.0,4,7,0.0,0
23579,182,239,1,KITCHEN,9,8,3500.0,220.0,3540.0,10,38,120.0,42
27650,271,356,1,ROOM_BEDROOM,1,3,2500.0,82.0,1800.0,2,29,150.0,0
4191,349,440,4,UNCATEGORIZED,2,2,2000.0,37.56,1390.0,2,11,80.0,508
12649,141,759,2,LIVING_DINING_ROOM,1,2,1950.0,75.0,1950.0,2,40,150.0,383
8398,141,1379,3,LIVING_DINING_ROOM,2,2,3000.0,54.0,1550.0,3,15,250.0,428
2826,808,911,3,GARDEN,1,2,1900.0,51.0,1200.0,1,16,150.0,149
29200,349,440,6,LIVING_DINING_ROOM,1,1,2000.0,35.0,980.0,2,15,200.0,0
14253,1194,1248,1,ROOM_BEDROOM,1,2,1390.0,25.0,1390.0,2,14,60.0,149
6269,141,1234,1,ROOM_BEDROOM,1,2,500.0,53.0,920.0,1,16,50.0,1
25876,1194,1248,10,KITCHEN,2,3,2000.0,90.0,1650.0,2,15,200.0,238
23120,656,766,3,,1,1,500.0,,400.0,,,0.0,0
28489,263,348,1,KITCHEN,6,3,0.0,71.0,3260.0,6,1,0.0,0
19336,141,759,3,ROOM_BEDROOM,2,3,5000.0,83.77,2500.0,3,17,300.0,285
17851,141,893,1,LIVING_DINING_ROOM,1,2,500.0,62.0,1250.0,2,9,0.0,0
22358,701,809,2,LIVING_DINING_ROOM,1,2,2170.0,64.0,1090.0,2,13,100.0,0
1298,465,374,6,HALL_CORRIDOR,1,2,1200.0,70.0,1200.0,2,5,0.0,352
7501,141,896,1,LIVING_DINING_ROOM,2,3,1500.0,88.0,1500.0,3,39,50.0,2974
6184,1173,709,1,KITCHEN,1,2,0.0,65.0,800.0,2,13,0.0,0
18356,141,287,1,LIVING_DINING_ROOM,1,2,1400.0,55.0,1400.0,2,8,50.0,4
31420,271,356,1,LIVING_DINING_ROOM,1,1,1800.0,40.0,1200.0,2,8,80.0,124
28974,910,1004,6,UNCATEGORIZED,2,2,500.0,60.0,583.0,2,10,,0
14647,1194,1248,1,LIVING_DINING_ROOM,0,0,1190.0,,1190.0,,16,,0
12377,141,458,1,LIVING_DINING_ROOM,1,1,820.0,41.0,760.0,1,12,50.0,1143
22881,141,496,12,LIVING_ROOM,5,4,3000.0,120.0,4450.0,6,23,200.0,917
24311,541,648,1,ROOM_BEDROOM,1,1,1000.0,26.0,980.0,1,6,0.0,154
13734,1194,1248,1,LIVING_DINING_ROOM,1,2,2300.0,52.0,1200.0,2,9,150.0,1275
21182,141,1052,1,LIVING_DINING_ROOM,3,3,3400.0,70.0,3400.0,4,23,120.0,333
20197,349,440,6,LIVING_DINING_ROOM,4,3,2400.0,121.0,2400.0,6,27,150.0,900
19651,701,809,1,OUTDOOR_BUILDING,7,3,1590.0,82.0,1590.0,3,15,125.0,1009
29104,1166,1228,1,LIVING_DINING_ROOM,0,2,0.0,40.0,1350.0,2,14,0.0,192
231,141,287,3,LIVING_ROOM,1,1,1500.0,40.0,2930.0,2,15,215.0,87
13642,141,1379,1,LIVING_DINING_ROOM,6,3,2550.0,98.0,2320.0,6,10,92.0,2218
6031,465,49,3,ROOM_BEDROOM,1,1,1300.0,42.0,1300.0,2,12,100.0,279
6783,465,374,3,OUTDOOR_BUILDING,1,2,1000.0,90.0,1890.0,2,2,0.0,52
22955,465,567,6,LIVING_DINING_ROOM,1,2,1490.0,50.0,1490.0,2,7,100.0,0
3877,465,1325,3,LIVING_DINING_ROOM,4,3,3000.0,65.0,3000.0,4,12,99.0,366
11290,141,1234,6,LIVING_DINING_ROOM,1,2,2000.0,53.0,1399.0,2,23,0.0,0
6151,141,893,3,LIVING_DINING_ROOM,1,2,1500.0,51.0,1299.0,4,28,0.0,0
27505,141,951,2,LIVING_DINING_ROOM,1,2,2000.0,57.0,1300.0,2,32,60.0,157
15955,141,896,5,ROOM_BEDROOM,1,2,1475.0,45.0,1475.0,1,24,200.0,1076
19414,729,837,1,ROOM_BEDROOM,2,3,1900.0,87.0,1900.0,3,23,200.0,358
4422,888,984,1,BATHROOM,1,1,1300.0,18.0,650.0,1,10,100.0,867
27010,824,925,1,LIVING_DINING_ROOM,2,2,1590.0,45.0,1950.0,2,41,60.0,80
23619,349,440,1,ROOM_BEDROOM,1,1,3500.0,44.0,1200.0,2,11,100.0,0
16899,656,766,6,LIVING_DINING_ROOM,1,2,2700.0,46.0,1120.0,1,17,0.0,0
30775,141,1024,12,LIVING_DINING_ROOM,1,1,1500.0,53.0,890.0,1,12,0.0,0
16256,135,172,1,LIVING_DINING_ROOM,1,1,500.0,,2500.0,,14,0.0,0
33167,271,356,1,OUTDOOR_BUILDING,1,3,2000.0,180.0,2920.0,3,24,200.0,772
9721,141,458,6,KITCHEN,3,4,4000.0,138.0,4000.0,4,19,350.0,547
6033,320,405,1,LIVING_DINING_ROOM,1,1,700.0,33.0,535.0,1,1,0.0,0
16870,349,440,10,LIVING_DINING_ROOM,1,3,2200.0,90.0,2200.0,2,6,0.0,0
24865,861,959,6,KITCHEN,1,3,3800.0,89.0,2200.0,2,20,300.0,113
18818,822,923,1,ROOM_BEDROOM,3,3,1000.0,60.0,2590.0,4,11,120.0,2212
25355,533,641,1,LIVING_DINING_ROOM,2,3,2400.0,120.0,2400.0,2,31,150.0,0
5922,1337,1368,1,ROOM_BEDROOM,3,3,1000.0,85.0,1850.0,6,16,0.0,0
13851,822,923,6,LIVING_DINING_ROOM,0,4,2000.0,111.0,2250.0,6,21,75.0,146
5455,141,759,1,LIVING_DINING_ROOM,2,2,2500.0,75.0,2200.0,3,13,100.0,0
22510,141,893,1,LIVING_DINING_ROOM,1,1,540.0,44.0,540.0,2,1,0.0,0
5333,465,169,3,LIVING_DINING_ROOM,4,5,500.0,129.0,1375.0,4,9,0.0,0
10517,141,893,3,LIVING_DINING_ROOM,1,2,500.0,50.0,1000.0,1,9,0.0,0
21128,1359,1388,3,LIVING_DINING_ROOM,1,2,1000.0,66.0,1050.0,2,7,50.0,118
7275,263,348,3,LIVING_DINING_ROOM,1,1,600.0,50.0,650.0,2,10,80.0,1766
8045,320,405,1,OUTDOOR_HOUSE,1,1,600.0,,600.0,,2,,0
4149,1334,1414,1,KITCHEN,2,1,500.0,32.0,1358.0,3,28,140.0,979
21016,77,100,4,LIVING_DINING_ROOM,2,3,3000.0,95.0,2100.0,3,16,100.0,339
32036,888,984,6,ROOM_BEDROOM,1,1,1500.0,43.0,790.0,1,4,50.0,380
22735,141,1192,3,LIVING_DINING_ROOM,0,2,1195.0,60.0,1195.0,2,13,50.0,82
31279,141,893,1,ROOM_BEDROOM,1,1,480.0,32.0,480.0,2,7,0.0,0
3193,404,505,1,LIVING_DINING_ROOM,2,3,500.0,51.0,1495.0,2,11,100.0,790
21461,141,893,3,LIVING_DINING_ROOM,2,2,3000.0,60.0,1650.0,2,31,50.0,828
10316,386,486,1,BATHROOM,1,1,500.0,12.0,250.0,1,5,,0
32243,141,1192,6,LIVING_DINING_ROOM,1,1,1500.0,40.0,1400.0,3,19,0.0,0
4273,1211,1265,1,LIVING_DINING_ROOM,2,3,2500.0,87.0,1690.0,4,52,100.0,1055
32286,259,343,1,LIVING_DINING_ROOM,1,2,1500.0,41.0,999.0,2,33,150.0,1
23964,473,575,1,,1,1,950.0,,950.0,,,,0
17140,656,766,3,NON_RELATED,2,4,2500.0,80.0,1950.0,2,22,100.0,327
29177,271,356,6,LIVING_DINING_ROOM,1,1,1500.0,23.0,900.0,1,13,140.0,388
29170,271,356,1,LIVING_DINING_ROOM,1,1,0.0,70.0,1300.0,1,28,0.0,0
7229,141,759,1,LIVING_DINING_ROOM,1,3,5400.0,87.0,2200.0,3,20,,0
29147,141,455,2,BATHROOM,1,1,500.0,29.0,750.0,2,8,0.0,0
23639,141,893,1,,0,0,1000.0,,1000.0,,,,0
24963,638,747,1,,1,1,500.0,,1380.0,,,0.0,0
19468,656,766,3,,1,1,500.0,,995.0,,,,0
23431,489,593,4,LIVING_DINING_ROOM,3,4,3600.0,116.0,3600.0,4,29,500.0,193
33147,473,575,2,LIVING_DINING_ROOM,3,3,1550.0,89.0,1550.0,3,21,150.0,607
29325,911,1005,3,ROOM_BEDROOM,1,1,1000.0,20.0,835.0,1,9,50.0,101
12905,141,759,1,LIVING_DINING_ROOM,3,4,600.0,125.0,3000.0,6,39,59.0,0
18813,861,959,3,GARDEN,1,2,1500.0,50.0,950.0,1,9,80.0,241
28001,141,893,2,LIVING_DINING_ROOM,2,2,2395.0,48.0,2395.0,3,27,100.0,2449
29058,141,893,6,LIVING_DINING_ROOM,1,1,1350.0,40.0,1350.0,2,30,40.0,1937
30895,349,440,6,DETAILS,2,2,1650.0,50.0,1650.0,2,49,80.0,65
15040,141,951,2,LIVING_DINING_ROOM,1,1,0.0,35.0,1050.0,1,7,0.0,1
13347,888,984,3,LIVING_DINING_ROOM,3,3,2100.0,73.0,1400.0,6,17,100.0,355
19240,141,893,1,ROOM_BEDROOM,1,1,500.0,50.0,500.0,2,1,0.0,0
2385,750,855,6,ROOM_BEDROOM,1,1,2000.0,14.0,935.0,1,42,0.0,73
7223,141,287,1,,1,1,500.0,,0.0,,,,0
18332,141,893,4,LIVING_DINING_ROOM,2,2,1900.0,60.0,1900.0,4,11,150.0,2554
13464,185,654,6,ROOM_BEDROOM,0,1,1251.0,20.0,562.0,1,7,0.0,83
8562,141,30,1,LIVING_DINING_ROOM,2,4,500.0,130.0,1600.0,5,16,0.0,15
27772,656,766,3,LIVING_DINING_ROOM,6,3,4000.0,110.0,2000.0,6,25,200.0,408
759,712,819,6,LIVING_DINING_ROOM,3,3,4050.0,104.0,1350.0,3,14,0.0,0
11510,271,356,3,LIVING_DINING_ROOM,1,2,2400.0,70.0,1450.0,3,7,120.0,0
30161,656,766,3,LIVING_DINING_ROOM,1,2,1500.0,45.0,1350.0,2,20,90.0,747
16199,141,1024,1,,1,1,500.0,,1000.0,,,0.0,0
3633,185,960,1,LIVING_DINING_ROOM,2,2,1500.0,57.0,1500.0,4,4,25.0,532
33809,349,440,1,LIVING_DINING_ROOM,2,3,2000.0,65.0,1600.0,2,17,200.0,2054
26485,271,356,2,LIVING_DINING_ROOM,1,2,6000.0,75.0,2050.0,3,24,150.0,560
33138,740,847,1,LIVING_DINING_ROOM,1,1,0.0,35.0,1799.0,2,4,50.0,176
12979,1194,1248,3,ROOM_BEDROOM,1,1,990.0,19.0,660.0,1,9,200.0,560
13806,709,816,4,LIVING_DINING_ROOM,1,1,1740.0,32.0,850.0,1,4,0.0,672
32671,465,49,6,LIVING_DINING_ROOM,2,2,3400.0,63.0,1700.0,2,15,60.0,155
12017,231,306,1,LIVING_DINING_ROOM,2,2,970.0,49.0,1020.0,2,20,110.0,261
17757,141,893,3,LIVING_DINING_ROOM,1,2,2000.0,50.0,2259.0,2,23,150.0,901
7441,141,893,3,LIVING_DINING_ROOM,1,2,3200.0,50.0,1600.0,2,8,30.0,146
4088,1239,1283,6,LIVING_DINING_ROOM,3,4,2850.0,102.0,2850.0,4,19,150.0,0
4758,465,374,6,KITCHEN,1,2,1590.0,50.0,1590.0,2,11,0.0,0
24589,141,288,1,OUTDOOR_HOUSE,4,4,500.0,120.0,1250.0,5,22,150.0,0
24462,141,951,1,ROOM_BEDROOM,1,1,1600.0,0.0,1600.0,0,19,0.0,0
20829,271,356,1,,0,0,9150.0,,9150.0,,,,0
2585,141,287,2,LIVING_DINING_ROOM,1,2,1600.0,65.0,1600.0,2,16,50.0,329
30152,141,893,2,LIVING_DINING_ROOM,1,2,5000.0,68.0,3100.0,2,42,30.0,440
17532,141,287,6,LIVING_DINING_ROOM,1,2,2600.0,57.0,1300.0,2,17,0.0,2448
4055,201,270,1,KITCHEN,1,2,1320.0,50.0,1320.0,2,4,95.0,0
22416,822,923,1,LIVING_DINING_ROOM,1,1,1590.0,40.0,1590.0,1,7,,0
30931,822,923,2,LIVING_DINING_ROOM,1,2,1690.0,57.0,1690.0,2,29,90.0,102
26222,141,893,2,ROOM_BEDROOM,1,1,500.0,25.0,1548.0,2,11,98.0,453
10746,141,759,7,LIVING_DINING_ROOM,1,1,1000.0,35.0,1347.0,1,34,250.0,242
743,745,852,1,ROOM_BEDROOM,3,2,1800.0,55.0,1800.0,3,4,100.0,725
25314,455,553,6,LIVING_DINING_ROOM,1,2,2000.0,60.0,1490.0,2,14,90.0,118
23200,465,567,6,ROOM_BEDROOM,1,2,2700.0,65.0,900.0,1,10,0.0,0
28968,185,960,6,UNCATEGORIZED,1,3,1000.0,61.0,1080.0,2,22,0.0,0
25001,701,809,1,HALL_CORRIDOR,8,4,600.0,90.0,3500.0,6,24,300.0,165
20606,141,1024,2,LIVING_DINING_ROOM,1,1,1000.0,50.0,1050.0,1,24,200.0,2
20232,819,920,1,ROOM_BEDROOM,1,2,0.0,35.0,1150.0,2,16,150.0,118
7256,465,374,6,ROOM_BEDROOM,1,1,2000.0,40.0,1200.0,1,18,100.0,353
20688,822,923,5,LIVING_DINING_ROOM,2,2,1750.0,67.0,1790.0,2,20,125.0,1390
31687,822,923,4,LIVING_DINING_ROOM,1,3,5500.0,97.0,2300.0,2,7,150.0,815
14687,465,568,3,,1,1,500.0,,1650.0,,,0.0,0
19998,141,759,1,LIVING_DINING_ROOM,1,2,1500.0,95.0,1000.0,2,29,100.0,0
13841,100,124,1,LIVING_DINING_ROOM,2,1,1500.0,45.0,1120.0,1,9,150.0,283
1905,822,923,6,LIVING_DINING_ROOM,1,1,2300.0,28.4,1150.0,1,5,150.0,295
3234,656,766,6,TERRACE,1,3,1500.0,95.0,2200.0,2,27,150.0,389
10713,349,440,1,LIVING_DINING_ROOM,1,1,955.0,24.0,955.0,1,6,145.0,0
74,141,893,3,LIVING_DINING_ROOM,3,4,4600.0,95.0,2300.0,3,24,120.0,920
9808,141,576,12,LIVING_DINING_ROOM,2,2,3200.0,55.0,1600.0,2,29,200.0,375
17692,141,287,1,LIVING_DINING_ROOM,1,1,500.0,30.0,1272.0,2,9,0.0,0
28069,465,568,3,LIVING_DINING_ROOM,1,2,1500.0,56.0,1250.0,2,14,50.0,0
32939,465,567,3,,1,1,500.0,,2300.0,,,,0
3937,656,766,3,LIVING_DINING_ROOM,1,1,500.0,,1200.0,,6,,0
20451,141,1192,1,,1,1,500.0,,870.0,,,0.0,0
4276,141,759,6,LIVING_DINING_ROOM,1,2,2000.0,48.0,1750.0,2,27,150.0,741
11249,141,458,5,LIVING_DINING_ROOM,1,2,2000.0,64.0,1850.0,2,18,150.0,956
12828,349,440,1,ROOM_BEDROOM,1,1,1000.0,25.0,1290.0,2,14,99.0,3250
3733,601,710,1,OUTDOOR_HOUSE,2,1,300.0,20.0,700.0,2,10,50.0,310
31928,489,593,1,ROOM_BEDROOM,1,1,1600.0,26.0,1600.0,2,8,150.0,4
26804,1194,1248,1,UNCATEGORIZED,2,2,500.0,50.0,1700.0,2,18,80.0,237
31138,141,951,3,LIVING_DINING_ROOM,1,1,2820.0,45.99,1460.0,2,18,250.0,401
4705,465,374,3,LIVING_DINING_ROOM,1,3,2500.0,68.0,1525.0,2,23,0.0,413
17008,141,455,3,ROOM_BEDROOM,0,1,1100.0,24.0,1000.0,1,7,0.0,1668
24382,141,893,3,UNCATEGORIZED,1,1,1500.0,45.0,1450.0,1,10,50.0,0
15389,1372,1401,1,BATHROOM,8,4,0.0,130.0,5700.0,8,18,80.0,4
8344,263,348,1,,1,1,380.0,,380.0,,,,0
3481,1149,1211,6,LIVING_DINING_ROOM,1,2,2700.0,48.0,1350.0,2,10,150.0,0
408,141,1379,1,ROOM_BEDROOM,1,1,1450.0,34.0,1450.0,1,43,0.0,3029
13550,141,455,2,ROOM_BEDROOM,1,1,1500.0,25.0,750.0,2,5,150.0,0
4264,141,823,6,LIVING_DINING_ROOM,1,2,1600.0,64.0,1600.0,2,30,0.0,0
7583,1194,1248,1,LIVING_DINING_ROOM,4,4,1700.0,105.0,1700.0,5,12,0.0,263
29432,349,440,1,LIVING_DINING_ROOM,0,2,1500.0,25.0,1285.0,2,8,0.0,227
13844,271,356,1,,1,1,500.0,,2200.0,,,0.0,0
14643,271,356,6,ROOM_BEDROOM,1,1,900.0,20.0,900.0,1,17,300.0,0
30584,141,531,3,LIVING_DINING_ROOM,2,3,6800.0,124.0,3400.0,4,17,150.0,455
4510,141,1052,1,ROOM_BEDROOM,1,1,500.0,35.0,895.0,1,23,0.0,0
24717,141,1192,1,,0,0,1700.0,,1700.0,,,,0
4137,822,923,2,ROOM_BEDROOM,1,2,1750.0,65.0,1750.0,2,8,0.0,602
4336,882,978,1,LIVING_DINING_ROOM,2,1,500.0,43.0,1400.0,3,6,60.0,510
25671,465,568,3,ROOM_BEDROOM,2,3,2800.0,69.0,1990.0,2,20,160.0,584
21171,1194,1248,3,LIVING_DINING_ROOM,1,2,2500.0,49.0,1600.0,2,14,150.0,40
18424,141,1052,1,LIVING_DINING_ROOM,0,2,1150.0,60.0,1219.0,3,23,0.0,0
8073,955,1043,1,KITCHEN,1,3,1990.0,102.0,1990.0,2,19,80.0,16
33225,271,356,1,TERRACE,1,2,3500.0,76.0,1850.0,2,15,80.0,116
13963,1334,1414,1,ROOM_BEDROOM,2,2,500.0,27.0,1188.0,4,63,140.0,276
7416,271,356,1,LIVING_DINING_ROOM,4,4,9850.0,170.0,9850.0,4,20,350.0,849
6263,263,348,3,OUTDOOR_BUILDING,0,1,1360.0,28.0,699.0,2,13,65.0,63
10723,271,356,6,LIVING_DINING_ROOM,2,3,3100.0,80.0,2800.0,3,15,150.0,274
23189,349,440,1,LIVING_DINING_ROOM,1,2,3000.0,45.0,1390.0,2,12,100.0,422
32611,141,287,3,LIVING_DINING_ROOM,0,2,2000.0,57.0,1190.0,2,13,80.0,202
24195,1239,1283,1,ROOM_BEDROOM,1,1,1000.0,18.0,1350.0,2,7,100.0,1487
10898,141,893,3,LIVING_DINING_ROOM,3,3,1000.0,90.0,3300.0,5,30,100.0,2018
12021,656,766,3,KITCHEN,1,1,650.0,22.0,1390.0,1,7,125.0,108
6740,822,923,4,LIVING_DINING_ROOM,4,6,5900.0,94.0,2950.0,7,11,0.0,0
16977,822,923,6,LIVING_DINING_ROOM,1,2,5085.0,45.0,1695.0,2,15,90.0,531
31358,656,766,3,LIVING_DINING_ROOM,1,1,1500.0,28.0,590.0,1,17,150.0,0
2861,141,496,6,LIVING_DINING_ROOM,1,2,2500.0,60.0,1280.0,2,10,50.0,0
27623,141,893,1,LIVING_DINING_ROOM,2,2,600.0,79.0,600.0,4,1,0.0,0
10894,271,356,1,LIVING_DINING_ROOM,1,1,1000.0,25.0,1090.0,2,1,0.0,0
27576,349,440,3,ROOM_BEDROOM,1,1,1020.0,13.0,680.0,1,9,200.0,273
4168,259,343,1,HALL_CORRIDOR,1,1,600.0,12.0,384.0,1,4,100.0,157
335,1022,1101,1,LIVING_DINING_ROOM,2,1,1000.0,33.0,665.0,2,19,100.0,1040
12651,750,855,2,ROOM_BEDROOM,2,2,1000.0,60.0,720.0,1,5,0.0,1370
25189,349,440,1,NON_RELATED,1,1,1000.0,45.0,1000.0,2,7,100.0,0
24237,141,759,3,ROOM_BEDROOM,1,1,1100.0,40.0,1100.0,2,5,0.0,1162
1834,141,287,3,LIVING_DINING_ROOM,2,3,2100.0,100.0,1695.0,2,19,100.0,0
27155,465,374,6,LIVING_DINING_ROOM,2,1,1800.0,33.0,780.0,1,8,50.0,1059
14513,750,855,1,LIVING_DINING_ROOM,1,2,1000.0,50.0,790.0,2,10,0.0,529
5559,465,1414,6,LIVING_DINING_ROOM,1,1,2000.0,41.0,975.0,2,20,0.0,0
16528,1194,1248,3,LIVING_DINING_ROOM,1,1,3000.0,53.0,1250.0,2,13,100.0,0
2570,141,893,3,LIVING_DINING_ROOM,2,3,2900.0,83.0,2250.0,2,27,150.0,809
12892,320,405,3,LIVING_DINING_ROOM,1,2,1150.0,65.0,1150.0,2,7,0.0,281
